user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
AG-313-O09	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	N/A	N/A	N/A	N/A	N/A	GCA_002494975.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002494975	91.65	0.75	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002498985.1, s__MGIIb-O2 sp002498985, 95.0, 78.91, 0.33; GCA_002495525.1, s__MGIIb-O2 sp002495525, 95.0, 78.84, 0.45; GCA_002686525.1, s__MGIIb-O2 sp002686525, 95.0, 78.77, 0.35; GCA_002685315.1, s__MGIIb-O2 sp002685315, 95.0, 78.66, 0.32; GCA_002497245.1, s__MGIIb-O2 sp002497245, 95.0, 78.58, 0.46; GCA_002504905.1, s__MGIIb-O2 sp002504905, 95.0, 78.53, 0.4; GCA_002730775.1, s__MGIIb-O2 sp002730775, 95.0, 78.42, 0.34	40.61	11	0.9877833404756214	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-313-E23	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	N/A	N/A	N/A	N/A	N/A	GCA_002494975.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002494975	92.39	0.7	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	taxonomic classification defined by topology and ANI	N/A	N/A	15.14	11	0.985899484554284	Genome domain questionable ( 5.8% Bacterial, 15.6% Archaeal)
AG-319-D18	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	N/A	N/A	N/A	N/A	N/A	GCA_002494975.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002494975	88.89	0.74	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002495525.1, s__MGIIb-O2 sp002495525, 95.0, 78.79, 0.45; GCA_002498985.1, s__MGIIb-O2 sp002498985, 95.0, 78.65, 0.41; GCA_002504905.1, s__MGIIb-O2 sp002504905, 95.0, 78.53, 0.45; GCA_002686525.1, s__MGIIb-O2 sp002686525, 95.0, 78.52, 0.34; GCA_002685315.1, s__MGIIb-O2 sp002685315, 95.0, 78.51, 0.32; GCA_002497245.1, s__MGIIb-O2 sp002497245, 95.0, 78.42, 0.44; GCA_002730775.1, s__MGIIb-O2 sp002730775, 95.0, 78.0, 0.28	40.79	11	0.985556302248743	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-319-K03	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	N/A	N/A	N/A	N/A	N/A	GCA_002494975.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002494975	89.13	0.66	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002497245.1, s__MGIIb-O2 sp002497245, 95.0, 78.76, 0.41; GCA_002495525.1, s__MGIIb-O2 sp002495525, 95.0, 78.61, 0.42; GCA_002504905.1, s__MGIIb-O2 sp002504905, 95.0, 78.55, 0.39; GCA_002685315.1, s__MGIIb-O2 sp002685315, 95.0, 78.41, 0.32; GCA_002686525.1, s__MGIIb-O2 sp002686525, 95.0, 78.4, 0.34; GCA_002498985.1, s__MGIIb-O2 sp002498985, 95.0, 78.39, 0.36; GCA_002730775.1, s__MGIIb-O2 sp002730775, 95.0, 78.37, 0.3	56.09	11	0.9839119705276357	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-319-P11	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	N/A	N/A	N/A	N/A	N/A	GCA_002494975.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002494975	88.89	0.7	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002495525.1, s__MGIIb-O2 sp002495525, 95.0, 78.95, 0.38; GCA_002504905.1, s__MGIIb-O2 sp002504905, 95.0, 78.73, 0.44; GCA_002685315.1, s__MGIIb-O2 sp002685315, 95.0, 78.72, 0.31; GCA_002498985.1, s__MGIIb-O2 sp002498985, 95.0, 78.72, 0.39; GCA_002497245.1, s__MGIIb-O2 sp002497245, 95.0, 78.68, 0.42; GCA_002686525.1, s__MGIIb-O2 sp002686525, 95.0, 78.52, 0.34; GCA_002730775.1, s__MGIIb-O2 sp002730775, 95.0, 78.18, 0.29	49.32	11	0.9830972778391378	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-313-C14	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	N/A	N/A	N/A	N/A	N/A	GCA_002494975.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002494975	91.42	0.66	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002495525.1, s__MGIIb-O2 sp002495525, 95.0, 79.21, 0.41; GCA_002685315.1, s__MGIIb-O2 sp002685315, 95.0, 79.14, 0.26; GCA_002498985.1, s__MGIIb-O2 sp002498985, 95.0, 78.81, 0.33; GCA_002686525.1, s__MGIIb-O2 sp002686525, 95.0, 78.78, 0.35; GCA_002497245.1, s__MGIIb-O2 sp002497245, 95.0, 78.77, 0.38; GCA_002730775.1, s__MGIIb-O2 sp002730775, 95.0, 78.76, 0.26; GCA_002504905.1, s__MGIIb-O2 sp002504905, 95.0, 78.45, 0.39	36.44	11	0.9818674467222986	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-313-L18	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	N/A	N/A	N/A	N/A	N/A	GCA_002494975.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002494975	91.52	0.74	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002685315.1, s__MGIIb-O2 sp002685315, 95.0, 79.12, 0.34; GCA_002495525.1, s__MGIIb-O2 sp002495525, 95.0, 78.91, 0.43; GCA_002498985.1, s__MGIIb-O2 sp002498985, 95.0, 78.82, 0.43; GCA_002686525.1, s__MGIIb-O2 sp002686525, 95.0, 78.73, 0.36; GCA_002730775.1, s__MGIIb-O2 sp002730775, 95.0, 78.72, 0.31; GCA_002497245.1, s__MGIIb-O2 sp002497245, 95.0, 78.59, 0.43; GCA_002504905.1, s__MGIIb-O2 sp002504905, 95.0, 78.3, 0.43	65.46	11	0.9815677214969344	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-319-J06	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	N/A	N/A	N/A	N/A	N/A	GCA_002494975.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002494975	79.37	0.49	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002497245.1, s__MGIIb-O2 sp002497245, 95.0, 78.39, 0.43; GCA_002495525.1, s__MGIIb-O2 sp002495525, 95.0, 78.29, 0.37; GCA_002504905.1, s__MGIIb-O2 sp002504905, 95.0, 78.24, 0.39; GCA_002686525.1, s__MGIIb-O2 sp002686525, 95.0, 78.07, 0.37; GCA_002498985.1, s__MGIIb-O2 sp002498985, 95.0, 78.06, 0.34; GCA_002730775.1, s__MGIIb-O2 sp002730775, 95.0, 77.79, 0.28; GCA_002685315.1, s__MGIIb-O2 sp002685315, 95.0, 77.68, 0.34	58.14	11	0.9502380156370844	N/A
AG-457-M04	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	N/A	N/A	N/A	N/A	N/A	GCA_002457555.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002457555	92.46	0.79	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002497025.1, s__MGIIb-O1 sp002497025, 95.0, 90.47, 0.82; GCA_002502175.1, s__MGIIb-O1 sp002502175, 95.0, 84.44, 0.74; GCA_002496905.1, s__MGIIb-O1 sp002496905, 95.0, 84.09, 0.66; GCA_002685415.1, s__MGIIb-O1 sp002685415, 95.0, 82.16, 0.59; GCA_002708385.1, s__MGIIb-O1 sp002708385, 95.0, 80.94, 0.41; GCA_002502365.1, s__MGIIb-O1 sp002502365, 95.0, 80.48, 0.44; GCA_002497895.1, s__MGIIb-O1 sp002497895, 95.0, 77.66, 0.17; GCA_002498725.1, s__MGIIb-O1 sp002498725, 95.0, 77.44, 0.15; GCA_013329905.1, s__MGIIb-O1 sp8684u, 95.0, 77.15, 0.25	62.45	11	0.9887118100061992	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-457-A10	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	N/A	N/A	N/A	N/A	N/A	GCA_002497025.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497025	93.42	0.88	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002457555.1, s__MGIIb-O1 sp002457555, 95.0, 91.97, 0.81; GCA_002502175.1, s__MGIIb-O1 sp002502175, 95.0, 85.85, 0.76; GCA_002496905.1, s__MGIIb-O1 sp002496905, 95.0, 84.52, 0.78; GCA_002685415.1, s__MGIIb-O1 sp002685415, 95.0, 82.71, 0.67	11.44	11	0.9937181709652937	Genome domain questionable ( 2.5% Bacterial, 12.3% Archaeal)
AG-404-A19	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	N/A	N/A	N/A	N/A	N/A	GCA_002497025.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497025	93.38	0.8	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002457555.1, s__MGIIb-O1 sp002457555, 95.0, 90.73, 0.76; GCA_002502175.1, s__MGIIb-O1 sp002502175, 95.0, 85.18, 0.75; GCA_002496905.1, s__MGIIb-O1 sp002496905, 95.0, 84.48, 0.68; GCA_002685415.1, s__MGIIb-O1 sp002685415, 95.0, 82.67, 0.65; GCA_002708385.1, s__MGIIb-O1 sp002708385, 95.0, 81.11, 0.4; GCA_002502365.1, s__MGIIb-O1 sp002502365, 95.0, 80.07, 0.43; GCA_002498725.1, s__MGIIb-O1 sp002498725, 95.0, 78.42, 0.19; GCA_002497895.1, s__MGIIb-O1 sp002497895, 95.0, 77.26, 0.18; GCA_013329905.1, s__MGIIb-O1 sp8684u, 95.0, 77.19, 0.22	55.6	11	0.9925453077721961	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-333-E17	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	N/A	N/A	N/A	N/A	N/A	GCA_002497025.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497025	94.54	0.8	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002457555.1, s__MGIIb-O1 sp002457555, 95.0, 91.79, 0.74; GCA_002502175.1, s__MGIIb-O1 sp002502175, 95.0, 85.42, 0.74; GCA_002496905.1, s__MGIIb-O1 sp002496905, 95.0, 84.81, 0.69; GCA_002685415.1, s__MGIIb-O1 sp002685415, 95.0, 83.01, 0.63; GCA_002502365.1, s__MGIIb-O1 sp002502365, 95.0, 80.58, 0.35; GCA_002708385.1, s__MGIIb-O1 sp002708385, 95.0, 80.53, 0.38; GCA_013329905.1, s__MGIIb-O1 sp8684u, 95.0, 77.31, 0.11	39.81	11	0.9919533342755724	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-464-P17	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	ANI	N/A	GCA_002497025.1, s__MGIIb-O1 sp002497025, 95.0, 79.65, 0.58; GCA_013329905.1, s__MGIIb-O1 sp8684u, 95.0, 79.44, 0.36; GCA_002496905.1, s__MGIIb-O1 sp002496905, 95.0, 79.32, 0.44; GCA_002457555.1, s__MGIIb-O1 sp002457555, 95.0, 79.25, 0.53; GCA_002502175.1, s__MGIIb-O1 sp002502175, 95.0, 79.18, 0.51; GCA_002685415.1, s__MGIIb-O1 sp002685415, 95.0, 78.67, 0.4	30.68	11	0.9425120602009677	N/A
AG-319-K13	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	N/A	N/A	N/A	N/A	N/A	GCA_002497895.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002497895	90.88	0.67	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_013329905.1, s__MGIIb-O1 sp8684u, 95.0, 92.28, 0.87	28.32	11	0.9849667203572432	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-319-K17	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	N/A	N/A	N/A	N/A	N/A	GCA_013329905.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp8684u	92.1	0.8	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002497895.1, s__MGIIb-O1 sp002497895, 95.0, 91.18, 0.54; GCA_002498525.1, s__MGIIb-O1 sp002498525, 95.0, 77.78, 0.29	37.28	11	0.9834079940064362	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-319-G05	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	N/A	N/A	N/A	N/A	N/A	GCA_002457595.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002457595	96.97	0.57	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_013330385.1, s__MGIIb-O1 sp12570u, 95.0, 87.59, 0.51	30.43	11	0.9975345141003673	N/A
AG-319-E09	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	N/A	N/A	N/A	N/A	N/A	GCA_002457595.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002457595	96.53	0.57	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_013330385.1, s__MGIIb-O1 sp12570u, 95.0, 87.87, 0.46	51.5	11	0.9970840950401005	N/A
AG-319-F02	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	N/A	N/A	N/A	N/A	N/A	GCA_002457595.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp002457595	96.61	0.61	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_013330385.1, s__MGIIb-O1 sp12570u, 95.0, 87.49, 0.57	34.29	11	0.996119123297399	N/A
AG-319-I07	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	N/A	N/A	N/A	N/A	N/A	GCA_013330385.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp12570u	98.76	0.6	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002457595.1, s__MGIIb-O1 sp002457595, 95.0, 86.06, 0.37	45.67	11	0.9986679289870017	N/A
AG-319-G16	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	N/A	N/A	N/A	N/A	N/A	GCA_013330385.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__MGIIb-O1 sp12570u	98.57	0.6	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002457595.1, s__MGIIb-O1 sp002457595, 95.0, 87.61, 0.53; GCA_002497895.1, s__MGIIb-O1 sp002497895, 95.0, 78.5, 0.14; GCA_013329905.1, s__MGIIb-O1 sp8684u, 95.0, 78.21, 0.22; GCA_002498725.1, s__MGIIb-O1 sp002498725, 95.0, 77.55, 0.19; GCA_002502175.1, s__MGIIb-O1 sp002502175, 95.0, 77.22, 0.16; GCA_002685415.1, s__MGIIb-O1 sp002685415, 95.0, 76.88, 0.1	60.32	11	0.9981494646296548	N/A
AG-457-F11	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__	N/A	N/A	N/A	N/A	N/A	GCA_002701965.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__MGIIb-P sp002701965	95.92	0.6	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002724815.1, s__MGIIb-P sp002724815, 95.0, 81.86, 0.58; GCA_002498455.1, s__MGIIb-P sp002498455, 95.0, 81.42, 0.61; GCA_002505685.1, s__MGIIb-P sp002505685, 95.0, 79.32, 0.39; GCA_002457195.1, s__MGIIb-P sp002457195, 95.0, 78.36, 0.25	53.65	11	0.9969551415420541	N/A
AH-326-N09	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__	taxonomic classification fully defined by topology	N/A	N/A	11.03	11	0.9869522528881021	Genome domain questionable ( 1.7% Bacterial, 11.5% Archaeal)
AG-457-P21	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__	N/A	N/A	N/A	N/A	N/A	GCA_013329295.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp9596u	89.86	0.68	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_013329925.1, s__MGIIa-L1 sp8734u, 95.0, 78.06, 0.3; GCA_002495945.1, s__MGIIa-L1 sp002495945, 95.0, 78.0, 0.35; GCA_002505355.1, s__MGIIa-L1 sp002505355, 95.0, 77.42, 0.27	25.86	11	0.9901185061309643	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AH-321-D19	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__	N/A	N/A	N/A	N/A	N/A	GCA_002729095.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp002729095	83.23	0.76	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002727485.1, s__MGIIa-L1 sp002727485, 95.0, 82.21, 0.51; GCA_002702945.1, s__MGIIa-L1 sp002702945, 95.0, 81.91, 0.67; GCA_003602575.1, s__MGIIa-L1 sp003602575, 95.0, 78.65, 0.4; GCA_002172355.2, s__MGIIa-L1 sp002172355, 95.0, 78.53, 0.26; GCA_002697705.1, s__MGIIa-L1 sp002697705, 95.0, 78.45, 0.32; GCA_013329925.1, s__MGIIa-L1 sp8734u, 95.0, 77.13, 0.17	34.72	11	0.9818538306687403	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AG-470-G10	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__	ANI	N/A	GCA_003602575.1, s__MGIIa-L1 sp003602575, 95.0, 79.24, 0.34; GCA_002172355.2, s__MGIIa-L1 sp002172355, 95.0, 79.04, 0.28; GCA_002697705.1, s__MGIIa-L1 sp002697705, 95.0, 78.83, 0.28; GCA_002702945.1, s__MGIIa-L1 sp002702945, 95.0, 78.6, 0.34; GCA_002727485.1, s__MGIIa-L1 sp002727485, 95.0, 77.9, 0.23; GCA_002729095.1, s__MGIIa-L1 sp002729095, 95.0, 77.79, 0.28; GCA_013329295.1, s__MGIIa-L1 sp9596u, 95.0, 77.34, 0.16; GCA_013329925.1, s__MGIIa-L1 sp8734u, 95.0, 77.31, 0.15; GCA_002726395.1, s__MGIIa-L1 sp002726395, 95.0, 76.61, 0.09	47.87	11	0.935674239767695	N/A
AG-447-E21	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__	N/A	N/A	N/A	N/A	N/A	GCA_013330285.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp8160u	88.73	0.58	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__	taxonomic classification defined by topology and ANI	N/A	GCA_000246735.1, s__MGIIa-L1 sp000246735, 95.0, 79.93, 0.5; GCA_002495535.1, s__MGIIa-L1 sp002495535, 95.0, 79.78, 0.34; GCA_002502605.1, s__MGIIa-L1 sp002502605, 95.0, 79.55, 0.41; GCA_003602645.1, s__MGIIa-L1 sp003602645, 95.0, 79.29, 0.34; GCA_013329255.1, s__MGIIa-L1 sp9513u, 95.0, 79.03, 0.36	21.14	11	0.9869919475497945	N/A
