AG-453-K03	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_A;g__Bacillus_AZ;s__
AG-891-K16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-337-F08	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-362-A20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-337-C04	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-916-L13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-337-E18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-337-E11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-337-N19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-914-C05	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-337-P23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-915-O09	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-470-O21	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-359-J23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-470-C18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-908-A11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-900-I03	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-893-I10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-903-I05	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-333-P02	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-359-E11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-337-L20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-325-I03	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-915-L23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-461-L22	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-911-G20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-349-J13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-900-J02	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-337-D14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-337-G07	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-913-N08	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-325-L17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-337-B18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__;s__
AG-903-O07	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-895-O14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-360-C09	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-359-B15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-919-F20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-896-B14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-917-M19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-898-M19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-900-A10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-360-M04	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-911-J15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-908-C20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-325-D23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-337-O23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-908-E19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-900-K02	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-916-D10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-908-C09	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-911-N03	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-901-E17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-900-G15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-360-D23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-909-E10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-359-M15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AH-287-I17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-359-K11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-915-F19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-359-B13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-920-C23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-907-I07	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-915-F07	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-909-C16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-919-P20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-895-L02	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-908-F10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-426-O23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-919-N06	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-918-O03	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-893-D04	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-894-F23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-359-K20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-337-I17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-359-K03	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-359-F11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-916-M04	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-894-P14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-891-D16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-910-D21	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-893-N18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AH-287-A23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-892-C07	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-895-O02	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-908-F02	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-916-E07	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-891-F13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-895-N18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-920-A15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-895-M09	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-911-G11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-915-K19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-896-P11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-453-B11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-360-J09	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-909-E23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-912-J16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-901-I15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-900-C13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-359-D21	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-917-C17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-461-A21	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-911-D02	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-914-F13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-907-C21	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-911-G14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-900-D23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-895-G05	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-905-N06	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-918-E20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-895-P11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-422-F19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-900-G04	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-907-N16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-911-B22	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-891-O08	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-908-I11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-896-F16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-917-O06	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-912-N14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-337-O04	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-903-J19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-898-P14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-911-O04	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-457-N06	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-915-D17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-910-J15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-908-O18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-912-K16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-914-N23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-903-O02	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__;g__;s__
AG-447-A08	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-414-O08	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-365-D03	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-453-P13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-390-O03	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-410-J19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-390-N20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-390-B18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-447-I02	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-453-D13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-447-G08	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-430-I10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-447-A18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-422-I14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-447-K16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-325-N10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-313-B05	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-319-O11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-470-K16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-470-J20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-893-N17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-894-K16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-917-B17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-426-D19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-461-M22	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-359-K21	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-896-I14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-461-A13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-917-D18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AH-321-D08	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-453-E09	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AH-287-O11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-913-J07	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-910-B11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-897-L08	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-918-C23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-893-C16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-333-L15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-892-P23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-422-M05	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-892-F18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-910-D09	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-461-C18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-325-A22	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-426-E16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-426-A17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-893-D17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-894-G19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AH-321-O22	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-918-J10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AH-326-C06	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-896-G20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-892-E11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-461-L06	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-325-D22	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-896-A20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-892-B18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-920-D21	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-899-B14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-360-L02	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AH-326-J04	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-447-C17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-349-I23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-457-E19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-913-P14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-899-P07	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-912-C22	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-453-N21	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-414-I10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-447-K19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-912-K23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__
AG-319-G11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-453-P17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-439-O19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-343-F18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-319-M23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-319-O04	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-435-M05	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-319-O13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-319-K23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-333-A20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-343-L05	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-365-P19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-404-I18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-319-A11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-343-J11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-430-O16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-343-O23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-365-M17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-319-J15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-435-I08	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-414-P01	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-464-I06	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-439-A03	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-464-I07	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-464-B07	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-343-C18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-410-M11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-365-L20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AH-324-A10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__;s__
AG-426-E05	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA11654;f__UBA11654;g__UBA11654;s__
